epoch,avg_loss,avg_accuracy
0,2.8355186574599323,5.0
1,2.8179321625653437,17.647058823529413
2,2.7947663026697493,11.323529411764707
3,2.7268600351670207,18.676470588235293
4,2.546250332103056,27.941176470588236
5,2.349060417624081,31.764705882352942
6,2.233092566097484,35.44117647058823
7,2.03757365731632,39.55882352941177
8,2.062603804644416,37.94117647058823
9,1.9449983035816867,41.029411764705884
10,2.052778984518612,34.85294117647059
11,1.7164478414198931,52.05882352941177
12,1.7203916156993193,49.55882352941177
13,1.5851552290074966,55.44117647058823
14,1.5361425736371208,53.6764705882353
15,1.5198616925407857,55.0
16,1.2943261427037855,64.70588235294117
17,1.1431026907528148,68.52941176470588
18,1.160508918762207,68.38235294117646
19,1.0487401906181784,72.6470588235294
20,1.0920024394989014,68.82352941176471
21,0.8349747377283433,76.76470588235294
22,0.7947191406698788,76.17647058823529
23,0.6887480469310985,78.97058823529412
24,1.5042523384094237,61.1764705882353
25,2.476309877283433,29.264705882352942
26,2.3262255724738625,30.0
27,2.260038106581744,29.41176470588235
28,2.213856652203728,31.323529411764707
29,2.090216849831974,37.5
30,1.9298655453850242,41.61764705882353
31,1.8711313696468577,43.970588235294116
32,1.8465030221378103,42.94117647058823
33,1.7607986001407399,44.705882352941174
34,1.7505970674402573,45.14705882352941
35,1.8167260001687442,43.088235294117645
36,1.7008711534387926,44.85294117647059
37,1.676001043880687,48.8235294117647
38,1.5129725792828728,50.88235294117647
39,1.4976621852201575,50.73529411764706
40,1.5393742617438821,49.85294117647059
41,1.3314237370210535,57.05882352941177
42,1.3287800620583927,56.76470588235294
43,1.277040677912095,57.05882352941177
44,1.2727599256178912,56.911764705882355
45,1.253544184740852,57.05882352941177
46,1.2829501152038574,57.05882352941177
47,1.257746415979722,57.205882352941174
48,1.2386502770816579,56.911764705882355
49,1.2329463846543256,57.205882352941174
50,1.2365521487067728,56.911764705882355
51,1.2296043900882496,56.911764705882355
52,1.2332781062406653,57.205882352941174
53,1.2292343868928797,57.205882352941174
54,1.2302378205692066,57.205882352941174
55,1.228988754048067,56.911764705882355
56,1.2278144107145421,57.205882352941174
57,1.2272127768572638,57.205882352941174
58,1.226845786150764,57.205882352941174
59,1.2264883153578814,57.05882352941177
60,1.2264110957874972,57.205882352941174
61,1.2262023476993336,57.205882352941174
62,1.2262567071353687,57.205882352941174
63,1.226086072360768,57.205882352941174
64,1.2260024856118594,57.205882352941174
65,1.225914394154268,57.205882352941174
66,1.2259007397819968,57.205882352941174
67,1.225974660761216,57.205882352941174
68,1.2257482248194078,57.205882352941174
69,1.2258046038010542,57.05882352941177
70,1.2257214546203614,57.205882352941174
71,1.2256375481100643,57.205882352941174
72,1.2256361512576832,57.205882352941174
73,1.2256730191847858,57.205882352941174
74,1.2255209866692038,57.05882352941177
75,1.225675728741814,57.205882352941174
76,1.2257942536297965,57.205882352941174
77,1.225709000755759,57.205882352941174
78,1.225515640483183,57.205882352941174
79,1.2255020870881923,57.205882352941174
80,1.22549389109892,57.205882352941174
81,1.2254535675048828,57.205882352941174
82,1.2254384321324965,57.205882352941174
83,1.2253705866196576,57.205882352941174
84,1.2253565563875086,57.205882352941174
85,1.2253810377681957,57.205882352941174
86,1.2253955728867474,57.205882352941174
87,1.225372729581945,57.205882352941174
88,1.2253708727219526,57.205882352941174
89,1.2253721966462976,57.205882352941174
90,1.2253425373750575,57.205882352941174
91,1.2253099778119256,57.205882352941174
92,1.22532195483937,57.205882352941174
93,1.2252703554490034,57.205882352941174
94,1.2252748769872328,57.205882352941174
95,1.2253421278560863,57.205882352941174
96,1.2252838359159581,57.205882352941174
97,1.2254205535439884,57.205882352941174
98,1.2252603418686812,57.205882352941174
99,1.225279432184556,57.205882352941174
100,1.2252847783705767,57.205882352941174
